OBJECTID,ID,CDMUN,NMMUN,SGUF,ISH,TPMAN,CSMAN,TPSIS,TPOPE,SHAPE_Length,SHAPE_Area
3401,3401,3511904,Clementina,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.707843162839604,0.0147011915615057
3402,3402,3512001,Colina,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.0337861982273,0.0366255348876506
3403,3403,3512100,Colômbia,SP,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.13962439933083,0.0630014813361862
3404,3404,3512209,Conchal,SP,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.627570020884865,0.0160275191493176
3405,3405,3512308,Conchas,SP,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.52298934322109,0.0410440829707768
3406,3406,3512407,Cordeirópolis,SP,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,0.577311525781388,0.0120725173497409
3407,3407,3512506,Coroados,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.01030768159966,0.0214953254727574
3408,3408,3512605,Coronel Macedo,SP,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.19209993789342,0.026884605184482
3409,3409,3512704,Corumbataí,SP,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,0.825122128959444,0.0244071990341223
3410,3410,3512803,Cosmópolis,SP,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.727582003030208,0.0135883669482285
3411,3411,3512902,Cosmorama,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.18801649313515,0.0382316678234879
3412,3412,3513009,Cotia,SP,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,1.21999314305995,0.0286784419487315
3413,3413,3513108,Cravinhos,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.01137364584447,0.027114466298779
3414,3414,3513207,Cristais Paulista,SP,Alta,Preponderantemente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,0.942087084188052,0.0333303039664863
3415,3415,3513306,Cruzália,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.648106782286612,0.013127664597317
3416,3416,3513405,Cruzeiro,SP,Baixa,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,0.825920269587916,0.026838551190133
3417,3417,3513504,Cubatão,SP,Baixa,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Integrado,Companhia Estadual,0.702778081460314,0.0126651589533815
3418,3418,3513603,Cunha,SP,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,2.60613100209742,0.123993549858005
3419,3419,3513702,Descalvado,SP,Média,Preponderantemente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.33877387086687,0.0658628513539235
3420,3420,3513801,Diadema,SP,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.329107748955732,0.00272070325144178
3421,3421,3513850,Dirce Reis,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.442667404224736,0.00762906643337467
3422,3422,3513900,Divinolândia,SP,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.817503748801851,0.0195232025353437
3423,3423,3514007,Dobrada,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.666460741514083,0.0130517491678034
3424,3424,3514106,Dois Córregos,SP,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.59272576927902,0.0555104263234362
3425,3425,3514205,Dolcinópolis,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.443230009493549,0.00673254860637129
3426,3426,3514304,Dourado,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.795305681568723,0.0180196804806641
3427,3427,3514403,Dracena,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.1530703160869,0.0425229305594054
3428,3428,3514502,Duartina,SP,Máxima,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.855578255866228,0.0232006631183569
3429,3429,3514601,Dumont,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.560062691373579,0.00969116641454646
3430,3430,3514700,Echaporã,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.29958386631936,0.045203721020561
3431,3431,3514809,Eldorado,SP,Máxima,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.7394973115008,0.147346003780331
3432,3432,3514908,Elias Fausto,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.772268728933838,0.0178322813459708
3433,3433,3514924,Elisiário,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.497252890550272,0.00817277311965728
3434,3434,3514957,Embaúba,SP,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.51760106039664,0.00721928790403946
3435,3435,3515004,Embu das Artes,SP,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.430709578601444,0.0062301826295632
3436,3436,3515103,Embu-Guaçu,SP,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.825214393487494,0.0137951835043979
3437,3437,3515129,Emilianópolis,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.679383552232329,0.0196654807064828
3438,3438,3515152,Engenheiro Coelho,SP,Baixa,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Isolado,Autarquia Municipal,0.496380983145948,0.00964774438338411
3439,3439,3515186,Espírito Santo do Pinhal,SP,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.00708805832252,0.0340866030184013
3440,3440,3515194,Espírito Santo do Turvo,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.635221439316928,0.0170171544078532
3441,3441,3515202,Estrela d'Oeste,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.854178531645603,0.0256173421827543
3442,3442,3515301,Estrela do Norte,SP,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.850600102256015,0.0232534742872223
3443,3443,3515350,Euclides da Cunha Paulista,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.04773760381932,0.0503729652305864
3444,3444,3515400,Fartura,SP,Máxima,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.24083700647974,0.0379078562823095
3445,3445,3515509,Fernandópolis,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,1.33659521346151,0.0475388877402647
3446,3446,3515608,Fernando Prestes,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.658761552548852,0.0147975071215604
3447,3447,3515657,Fernão,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.549738782956437,0.00881216310142269
3448,3448,3515707,Ferraz de Vasconcelos,SP,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.348962319076692,0.00261465598958452
3449,3449,3515806,Flora Rica,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.695002203629468,0.0196120272752186
3450,3450,3515905,Floreal,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.834241248063614,0.0177042457967896
3451,3451,3516002,Flórida Paulista,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.32126849751617,0.0456959817338292
3452,3452,3516101,Florínea,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.895828795143806,0.0198781910186634
3453,3453,3516200,Franca,SP,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,2.18518721597151,0.0524650240309898
3454,3454,3516309,Francisco Morato,SP,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.3969324230475,0.00432446128016403
3455,3455,3516408,Franco da Rocha,SP,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.764385112839852,0.0117211942907517
3456,3456,3516507,Gabriel Monteiro,SP,Alta,Preponderantemente Subterrânea,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.56612362316923,0.012087317409634
3457,3457,3516606,Gália,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.25367395560273,0.0311963653667444
3458,3458,3516705,Garça,SP,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.54366487518196,0.0486869173583172
3459,3459,3516804,Gastão Vidigal,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.660426568556474,0.0156662915918067
3460,3460,3516853,Gavião Peixoto,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.995678227878797,0.0212884798348578
3461,3461,3516903,General Salgado,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.26040619761922,0.0428464668764171
3462,3462,3517000,Getulina,SP,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.68161075783565,0.0590988764824847
3463,3463,3517109,Glicério,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.986244079659002,0.023751774655411
3464,3464,3517208,Guaiçara,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.26455141357178,0.0241679672998442
3465,3465,3517307,Guaimbê,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.75645479368,0.0190330858315817
3466,3466,3517406,Guaíra,SP,Alta,Preponderantemente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.96047439822402,0.108843726851549
3467,3467,3517505,Guapiaçu,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.926045765747185,0.0281969727970084
3468,3468,3517604,Guapiara,SP,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.21388248048839,0.0362876142592125
3469,3469,3517703,Guará,SP,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,0.99340611150539,0.0313583967821928
3470,3470,3517802,Guaraçaí,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.63545572915273,0.0494749896108164
3471,3471,3517901,Guaraci,SP,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,1.32046209772062,0.0555042483165491
3472,3472,3518008,Guarani d'Oeste,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.412236955113663,0.00740066580640307
3473,3473,3518107,Guarantã,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.20844073663858,0.0403594475852364
3474,3474,3518206,Guararapes,SP,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.21345467093189,0.083173907760198
3475,3475,3518305,Guararema,SP,Média,Preponderantemente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.899681724838192,0.0239272579582392
3476,3476,3518404,Guaratinguetá,SP,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.81909361373909,0.0661911956829806
3477,3477,3518503,Guareí,SP,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.292272222317,0.0501528998693898
3478,3478,3518602,Guariba,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.753011577044572,0.0235418745857536
3479,3479,3518701,Guarujá,SP,Baixa,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Integrado,Companhia Estadual,1.02458975702531,0.0128431935473087
3480,3480,3518800,Guarulhos,SP,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,1.03215544839459,0.0281505392734113
3481,3481,3518859,Guatapará,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.203109959859,0.0360350467638067
3482,3482,3518909,Guzolândia,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.817124655591187,0.0218802745472129
3483,3483,3519006,Herculândia,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.04484142190825,0.0318479584028806
3484,3484,3519055,Holambra,SP,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Concessionária Privada,0.449172829050036,0.00576049753076104
3485,3485,3519071,Hortolândia,SP,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.375343850565892,0.00549253957493017
3486,3486,3519105,Iacanga,SP,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.08611632982695,0.0478372497725401
3487,3487,3519204,Iacri,SP,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.08175545029819,0.0281178460758237
3488,3488,3519253,Iaras,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,1.05938054658196,0.0353062285099236
3489,3489,3519303,Ibaté,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.977433888575419,0.0254393160734527
3490,3490,3519402,Ibirá,SP,Alta,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,0.869962085344345,0.0236329133062368
3491,3491,3519501,Ibirarema,SP,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.822863868844855,0.0200746880674149
3492,3492,3519600,Ibitinga,SP,Alta,Preponderantemente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.85619930995874,0.0602063366412236
3493,3493,3519709,Ibiúna,SP,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.23939329796737,0.0937460562643275
3494,3494,3519808,Icém,SP,Máxima,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.07994663147172,0.0313503410083925
3495,3495,3519907,Iepê,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.2000181941254,0.0522713616634969
3496,3496,3520004,Igaraçu do Tietê,SP,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.484035339294864,0.00858103359271621
3497,3497,3520103,Igarapava,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.17970354384774,0.0404441447479389
3498,3498,3520202,Igaratá,SP,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.986273656631097,0.025827561195159
3499,3499,3520301,Iguape,SP,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,2.56626113852479,0.176327716132701
3500,3500,3520400,Ilhabela,SP,Baixa,Exclusivamente Superficial,Manancial com Média Vulnerabilidade,Sistema Isolado,Companhia Estadual,1.68693922335778,0.0307007324756478
3501,3501,3520426,Ilha Comprida,SP,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,1.41698180830871,0.017558412494882
3502,3502,3520442,Ilha Solteira,SP,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.33576048748333,0.056488188787473
3503,3503,3520509,Indaiatuba,SP,Alta,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.991764812628704,0.0274609994960742
3504,3504,3520608,Indiana,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.572773772063364,0.0113243945273792
3505,3505,3520707,Indiaporã,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.723110149856389,0.0241276731753016
3506,3506,3520806,Inúbia Paulista,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.540511246160746,0.00760555497004687
3507,3507,3520905,Ipaussu,SP,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.606966716435818,0.0184655574815199
